timestamp_utc,onchain_id,hash,block,duplicate_of_id,note
2026-06-13T13:00:00Z,7,0x1e9282b1360befb96eb307a2b916c1182ca6cfa00e6d74691ee5f15107bbabb2,103995520,6,Exact-duplicate commit: byte-identical hash to id 6 from a second hourly run for the same decision hour; signs nothing new. See RECONCILIATION.md.
2026-06-14T07:00:00Z,26,0x5e09d4edda10a6c8b26456d035c0c102c12c787c53f29735dbc5fd8ab018c6e0,104139568,25,Exact-duplicate commit: byte-identical hash to id 25 from a second hourly run for the same decision hour; signs nothing new. See RECONCILIATION.md.
